id,activity_month,registration_month,region,operating_system,user_class
id_2710,1,1,America,Unknown,New
id_2715,1,1,America,Unknown,New
id_2746,1,1,America,Windows,New
id_2754,1,1,ROW,Windows,New
id_2756,1,1,ROW,Unknown,New
id_2759,1,1,ROW,Windows,New
id_2807,1,1,America,Windows,New
id_2854,1,1,America,Mac,New
id_2896,1,1,ROW,Unknown,New
id_2908,1,1,ROW,Windows,New
id_3030,1,1,ROW,Unknown,New
id_3034,1,1,America,Windows,New
id_3131,1,1,America,Mac,New
id_3151,1,1,EMEA,Windows,New
id_3204,1,1,EMEA,Unknown,New
id_3213,1,1,ROW,Windows,New
id_3312,1,1,ROW,Unknown,New
id_3337,1,1,EMEA,Unknown,New
id_3350,1,1,ROW,Windows,New
id_3370,1,1,ROW,Windows,New
id_3387,1,1,ROW,Unknown,New
id_3409,1,1,EMEA,Windows,New
id_3457,1,1,ROW,Windows,New
id_3503,1,1,EMEA,Unknown,New
id_3527,1,1,ROW,Unknown,New
id_3544,1,1,EMEA,Windows,New
id_3565,1,1,ROW,Windows,New
id_3666,1,1,America,Unknown,New
id_3691,1,1,ROW,Unknown,New
id_3720,1,1,ROW,Windows,New
id_3786,1,1,ROW,Unknown,New
id_3794,1,1,ROW,Windows,New
id_3795,1,1,ROW,Windows,New
id_3906,1,1,America,Windows,New
id_3925,1,1,ROW,Windows,New
id_3963,1,1,ROW,Windows,New
id_4088,1,1,ROW,Windows,New
id_4098,1,1,America,Windows,New
id_4116,1,1,America,Mac,New
id_4126,1,1,EMEA,Unknown,New
id_4180,1,1,America,Windows,New
id_4201,1,1,ROW,Unknown,New
id_4221,1,1,ROW,Windows,New
id_4247,1,1,ROW,Unknown,New
id_4269,1,1,America,Windows,New
id_4331,1,1,ROW,Unknown,New
id_4378,1,1,ROW,Windows,New
id_4401,1,1,ROW,Mac,New
id_4404,1,1,ROW,Windows,New
id_4467,1,1,America,Windows,New
id_4473,1,1,ROW,Windows,New
id_4497,1,1,ROW,Unknown,New
id_4502,1,1,ROW,Unknown,New
id_4530,1,1,America,Windows,New
id_4602,1,1,ROW,Windows,New
id_4624,1,1,ROW,Windows,New
id_4630,1,1,EMEA,Unknown,New
id_4663,1,1,ROW,Unknown,New
id_4720,1,1,ROW,Unknown,New
id_4751,1,1,ROW,Windows,New
id_4752,1,1,America,Windows,New
id_4767,1,1,ROW,Windows,New
id_4788,1,1,America,Unknown,New
id_4828,1,1,ROW,Unknown,New
id_4846,1,1,ROW,Unknown,New
id_4860,1,1,ROW,Windows,New
id_4894,1,1,ROW,Unknown,New
id_4950,1,1,America,Windows,New
id_4996,1,1,ROW,Windows,New
id_5016,1,1,America,Unknown,New
id_5033,1,1,ROW,Unknown,New
id_5062,1,1,America,Mac,New
id_5063,1,1,America,Mac,New
id_5108,1,1,ROW,Unknown,New
id_5117,1,1,ROW,Unknown,New
id_5124,1,1,ROW,Unknown,New
id_5134,1,1,ROW,Windows,New
id_5343,1,1,America,Windows,New
id_5348,1,1,ROW,Unknown,New
id_5362,1,1,ROW,Unknown,New
id_5393,1,1,America,Mac,New
id_5410,1,1,ROW,Unknown,New
id_5487,1,1,America,Unknown,New
id_5498,1,1,America,Windows,New
id_5507,1,1,America,Windows,New
id_5551,1,1,ROW,Windows,New
id_5621,1,1,America,Mac,New
id_5662,1,1,America,Windows,New
id_5666,1,1,ROW,Unknown,New
id_5769,1,1,America,Windows,New
id_5785,1,1,ROW,Windows,New
id_5957,1,1,America,Unknown,New
id_5976,1,1,ROW,Unknown,New
id_5997,1,1,America,Windows,New
id_5999,1,1,America,Mac,New
id_6020,1,1,ROW,Windows,New
id_6053,1,1,ROW,Unknown,New
id_6188,1,1,America,Unknown,New
id_6266,1,1,ROW,Windows,New
id_6339,1,1,ROW,Unknown,New
id_6348,1,1,ROW,Windows,New
id_6417,1,1,ROW,Unknown,New
id_6423,1,1,ROW,Unknown,New
id_6437,1,1,America,Windows,New
id_6447,1,1,ROW,Unknown,New
id_6456,1,1,EMEA,Unknown,New
id_6477,1,1,EMEA,Unknown,New
id_6482,1,1,America,Mac,New
id_6484,1,1,EMEA,Windows,New
id_6548,1,1,EMEA,Windows,New
id_6601,1,1,EMEA,Windows,New
id_6603,1,1,ROW,Unknown,New
id_6666,1,1,EMEA,Windows,New
id_6707,1,1,EMEA,Windows,New
id_6710,1,1,ROW,Linux,New
id_6715,1,1,EMEA,Unknown,New
id_6718,1,1,ROW,Windows,New
id_6744,1,1,ROW,Windows,New
id_6793,1,1,ROW,Windows,New
id_6814,1,1,EMEA,Unknown,New
id_6900,1,1,ROW,Windows,New
id_6917,1,1,ROW,Windows,New
id_6948,1,1,ROW,Windows,New
id_6970,1,1,ROW,Unknown,New
id_6985,1,1,ROW,Unknown,New
id_7046,1,1,EMEA,Unknown,New
id_7050,1,1,EMEA,Unknown,New
id_7070,1,1,ROW,Windows,New
id_7071,1,1,EMEA,Windows,New
id_7193,1,1,ROW,Windows,New
id_7287,1,1,EMEA,Windows,New
id_7311,1,1,EMEA,Mac,New
id_7382,1,1,EMEA,Windows,New
id_7449,1,1,EMEA,Windows,New
id_7456,1,1,ROW,Windows,New
id_7495,1,1,America,Windows,New
id_7594,1,1,ROW,Windows,New
id_7595,1,1,ROW,Windows,New
id_7607,1,1,America,Unknown,New
id_7667,1,1,America,Unknown,New
id_7763,1,1,ROW,Windows,New
id_7768,1,1,EMEA,Mac,New
id_7879,1,1,America,Windows,New
id_7966,1,1,ROW,Unknown,New
id_8068,1,1,America,Unknown,New
id_8197,1,1,America,Windows,New
id_8206,1,1,ROW,Unknown,New
id_8343,1,1,America,Windows,New
id_8362,1,1,America,Windows,New
id_8372,1,1,EMEA,Unknown,New
id_8392,1,1,ROW,Unknown,New
id_8460,1,1,ROW,Windows,New
id_8471,1,1,America,Unknown,New
id_8529,1,1,ROW,Windows,New
id_8547,1,1,ROW,Windows,New
id_8576,1,1,EMEA,Windows,New
id_8585,1,1,America,Unknown,New
id_8601,1,1,ROW,Windows,New
id_8651,1,1,EMEA,Windows,New
id_8689,1,1,EMEA,Mac,New
id_8690,1,1,EMEA,Unknown,New
id_8691,1,1,EMEA,Unknown,New
id_8692,1,1,EMEA,Unknown,New
id_8696,1,1,EMEA,Mac,New
id_8797,1,1,ROW,Windows,New
id_8855,1,1,EMEA,Windows,New
id_8906,1,1,America,Mac,New
id_8954,1,1,ROW,Unknown,New
id_8964,1,1,ROW,Unknown,New
id_9029,1,1,America,Unknown,New
id_9133,1,1,ROW,Windows,New
id_9164,1,1,ROW,Unknown,New
id_9204,1,1,ROW,Unknown,New
id_9237,1,1,ROW,Windows,New
id_9251,1,1,ROW,Windows,New
id_9267,1,1,ROW,Unknown,New
id_9274,1,1,ROW,Windows,New
id_9286,1,1,ROW,Windows,New
id_9288,1,1,ROW,Windows,New
id_9297,1,1,America,Mac,New
id_9299,1,1,America,Windows,New
id_9321,1,1,ROW,Unknown,New
id_9348,1,1,EMEA,Windows,New
id_9373,1,1,America,Windows,New
id_9424,1,1,ROW,Windows,New
id_9508,1,1,ROW,Unknown,New
id_9540,1,1,America,Windows,New
id_9664,1,1,ROW,Windows,New
id_9726,1,1,ROW,Windows,New
id_9738,1,1,America,Mac,New
id_9833,1,1,ROW,Unknown,New
id_9856,1,1,ROW,Windows,New
id_9946,1,1,America,Mac,New
id_9959,1,1,America,Windows,New
id_9981,1,1,EMEA,Windows,New
id_10033,1,1,EMEA,Windows,New
id_10080,1,1,ROW,Unknown,New
id_10142,1,1,ROW,Windows,New
id_10198,1,1,ROW,Unknown,New
id_10240,1,1,ROW,Unknown,New
id_10312,1,1,ROW,Unknown,New
id_10337,1,1,ROW,Unknown,New
id_10412,1,1,ROW,Windows,New
id_10443,1,1,EMEA,Mac,New
id_10507,1,1,ROW,Windows,New
id_10537,1,1,ROW,Windows,New
id_10625,1,1,EMEA,Unknown,New
id_10668,1,1,EMEA,Unknown,New
id_10705,1,1,EMEA,Windows,New
id_10819,1,1,EMEA,Windows,New
id_10862,1,1,EMEA,Unknown,New
id_10881,1,1,EMEA,Mac,New
id_10950,1,1,ROW,Unknown,New
id_10951,1,1,ROW,Unknown,New
id_10961,1,1,EMEA,Windows,New
id_10968,1,1,ROW,Mac,New
id_11011,1,1,ROW,Unknown,New
id_11066,1,1,ROW,Unknown,New
id_11088,1,1,ROW,Windows,New
id_11193,1,1,ROW,Unknown,New
id_11241,1,1,America,Unknown,New
id_11272,1,1,ROW,Windows,New
id_11277,1,1,EMEA,Windows,New
id_11319,1,1,America,Windows,New
id_11340,1,1,ROW,Windows,New
id_11394,1,1,ROW,Windows,New
id_11404,1,1,America,Windows,New
id_11443,1,1,America,Windows,New
id_11502,1,1,ROW,Windows,New
id_11583,1,1,ROW,Unknown,New
id_11654,1,1,ROW,Unknown,New
id_11694,1,1,ROW,Windows,New
id_11709,1,1,ROW,Windows,New
id_11713,1,1,ROW,Windows,New
id_11726,1,1,ROW,Windows,New
id_11727,1,1,ROW,Windows,New
id_11916,1,1,ROW,Unknown,New
id_11979,1,1,America,Windows,New
id_11985,1,1,ROW,Unknown,New
id_12020,1,1,America,Unknown,New
id_12104,1,1,ROW,Windows,New
id_12109,1,1,ROW,Windows,New
id_12110,1,1,ROW,Linux,New
id_12165,1,1,America,Mac,New
id_12197,1,1,ROW,Unknown,New
id_12225,1,1,ROW,Unknown,New
id_12240,1,1,ROW,Unknown,New
id_12243,1,1,ROW,Unknown,New
id_12302,1,1,EMEA,Windows,New
id_12324,1,1,ROW,Windows,New
id_12353,1,1,America,Windows,New
id_12374,1,1,America,Mac,New
id_12389,1,1,EMEA,Mac,New
id_12453,1,1,ROW,Windows,New
id_12495,1,1,EMEA,Unknown,New
id_12547,1,1,America,Unknown,New
id_12623,1,1,ROW,Windows,New
id_12638,1,1,ROW,Windows,New
id_12714,1,1,ROW,Windows,New
id_12728,1,1,ROW,Unknown,New
id_12739,1,1,ROW,Unknown,New
id_12749,1,1,ROW,Windows,New
id_12753,1,1,America,Mac,New
id_12766,1,1,ROW,Windows,New
id_12767,1,1,ROW,Windows,New
id_12834,1,1,ROW,Windows,New
id_12846,1,1,ROW,Windows,New
id_12873,1,1,EMEA,Windows,New
id_12996,1,1,ROW,Unknown,New
id_13002,1,1,EMEA,Windows,New
id_13057,1,1,ROW,Windows,New
id_13075,1,1,EMEA,Unknown,New
id_13123,1,1,ROW,Unknown,New
id_13244,1,1,ROW,Windows,New
id_13278,1,1,EMEA,Mac,New
id_13297,1,1,ROW,Windows,New
id_13379,1,1,ROW,Windows,New
id_13436,1,1,ROW,Unknown,New
id_13517,1,1,America,Windows,New
id_13540,1,1,ROW,Windows,New
id_13565,1,1,America,Windows,New
id_13598,1,1,ROW,Unknown,New
id_13717,1,1,ROW,Windows,New
id_13750,1,1,America,Mac,New
id_13776,1,1,ROW,Windows,New
id_13814,1,1,ROW,Windows,New
id_13817,1,1,ROW,Unknown,New
id_13824,1,1,ROW,Windows,New
id_13860,1,1,ROW,Windows,New
id_13931,1,1,America,Windows,New
id_13956,1,1,America,Windows,New
id_13988,1,1,ROW,Linux,New
id_14086,1,1,ROW,Windows,New
id_14157,1,1,ROW,Unknown,New
id_14180,1,1,EMEA,Unknown,New
id_14185,1,1,America,Unknown,New
id_14270,1,1,ROW,Windows,New
id_14309,1,1,ROW,Windows,New
id_14326,1,1,ROW,Unknown,New
id_14342,1,1,America,Windows,New
id_14383,1,1,ROW,Unknown,New
id_14414,1,1,ROW,Windows,New
id_14448,1,1,ROW,Windows,New
id_14456,1,1,ROW,Unknown,New
id_14474,1,1,ROW,Unknown,New
id_14513,1,1,ROW,Windows,New
id_14536,1,1,ROW,Windows,New
id_14549,1,1,EMEA,Unknown,New
id_14606,1,1,ROW,Unknown,New
id_14633,1,1,ROW,Windows,New
id_14637,1,1,ROW,Windows,New
id_14740,1,1,EMEA,Windows,New
id_14804,1,1,ROW,Unknown,New
id_14853,1,1,ROW,Windows,New
id_14959,1,1,America,Windows,New
id_14969,1,1,ROW,Windows,New
id_14974,1,1,EMEA,Unknown,New
id_15117,1,1,EMEA,Unknown,New
id_15131,1,1,ROW,Windows,New
id_15132,1,1,America,Windows,New
id_15165,1,1,ROW,Unknown,New
id_15174,1,1,ROW,Unknown,New
id_15203,1,1,America,Mac,New
id_15298,1,1,America,Windows,New
id_15326,1,1,America,Windows,New
id_15360,1,1,ROW,Unknown,New
id_15408,1,1,EMEA,Windows,New
id_15450,1,1,America,Windows,New
id_15510,1,1,ROW,Windows,New
id_15512,1,1,America,Windows,New
id_15513,1,1,ROW,Windows,New
id_15554,1,1,ROW,Unknown,New
id_15568,1,1,America,Windows,New
id_15617,1,1,ROW,Windows,New
id_15678,1,1,ROW,Unknown,New
id_15717,1,1,ROW,Windows,New
id_15740,1,1,ROW,Unknown,New
id_15755,1,1,ROW,Mac,New
id_15773,1,1,ROW,Unknown,New
id_15786,1,1,ROW,Windows,New
id_15793,1,1,America,Linux,New
id_15888,1,1,ROW,Unknown,New
id_15908,1,1,ROW,Mac,New
id_15955,1,1,ROW,Windows,New
id_16027,1,1,America,Mac,New
id_16099,1,1,ROW,Windows,New
id_16149,1,1,ROW,Windows,New
id_16261,1,1,EMEA,Mac,New
id_16269,1,1,ROW,Unknown,New
id_16287,1,1,ROW,Windows,New
id_16303,1,1,ROW,Unknown,New
id_16387,1,1,ROW,Windows,New
id_16487,1,1,ROW,Windows,New
id_16587,1,1,America,Windows,New
id_16601,1,1,EMEA,Windows,New
id_16636,1,1,America,Mac,New
id_16815,1,1,ROW,Windows,New
id_16820,1,1,ROW,Windows,New
id_16852,1,1,America,Windows,New
id_16874,1,1,America,Mac,New
id_16881,1,1,America,Windows,New
id_16883,1,1,America,Mac,New
id_16899,1,1,America,Mac,New
id_16908,1,1,America,Windows,New
id_16917,1,1,ROW,Windows,New
id_16983,1,1,America,Windows,New
id_17036,1,1,ROW,Windows,New
id_17116,1,1,ROW,Unknown,New
id_17177,1,1,ROW,Unknown,New
id_17201,1,1,ROW,Windows,New
id_17227,1,1,America,Mac,New
id_17249,1,1,ROW,Windows,New
id_17278,1,1,ROW,Windows,New
id_17281,1,1,America,Unknown,New
id_17298,1,1,America,Unknown,New
id_17349,1,1,ROW,Windows,New
id_17355,1,1,America,Mac,New
id_17388,1,1,ROW,Windows,New
id_17407,1,1,ROW,Windows,New
id_17420,1,1,America,Mac,New
id_17430,1,1,ROW,Unknown,New
id_17452,1,1,EMEA,Windows,New
id_17454,1,1,ROW,Unknown,New
id_17468,1,1,ROW,Unknown,New
id_17542,1,1,ROW,Windows,New
id_17547,1,1,ROW,Unknown,New
id_17632,1,1,America,Windows,New
id_17670,1,1,ROW,Windows,New
id_17709,1,1,ROW,Unknown,New
id_17747,1,1,ROW,Windows,New
id_17761,1,1,ROW,Windows,New
id_17797,1,1,ROW,Unknown,New
id_17808,1,1,EMEA,Unknown,New
id_17809,1,1,ROW,Unknown,New
id_17918,1,1,EMEA,Windows,New
id_17926,1,1,EMEA,Windows,New
id_17971,1,1,EMEA,Windows,New
id_17974,1,1,EMEA,Windows,New
id_18153,1,1,America,Windows,New
id_18161,1,1,ROW,Unknown,New
id_18166,1,1,ROW,Unknown,New
id_18205,1,1,America,Unknown,New
id_18214,1,1,EMEA,Unknown,New
id_18288,1,1,ROW,Windows,New
id_18336,1,1,EMEA,Unknown,New
id_18344,1,1,ROW,Windows,New
id_18397,1,1,ROW,Windows,New
id_18547,1,1,ROW,Windows,New
id_18548,1,1,America,Unknown,New
id_18568,1,1,ROW,Unknown,New
id_18644,1,1,EMEA,Unknown,New
id_18685,1,1,ROW,Unknown,New
id_18698,1,1,ROW,Mac,New
id_18765,1,1,ROW,Windows,New
id_18786,1,1,ROW,Unknown,New
id_18828,1,1,ROW,Unknown,New
id_18873,1,1,America,Mac,New
id_18895,1,1,ROW,Windows,New
id_18936,1,1,EMEA,Unknown,New
id_18995,1,1,ROW,Windows,New
id_19008,1,1,EMEA,Windows,New
id_19113,1,1,ROW,Unknown,New
id_19143,1,1,EMEA,Windows,New
id_19157,1,1,America,Windows,New
id_19192,1,1,EMEA,Windows,New
id_19231,1,1,ROW,Unknown,New
id_19250,1,1,ROW,Unknown,New
id_19281,1,1,EMEA,Windows,New
id_19371,1,1,ROW,Windows,New
id_19425,1,1,ROW,Windows,New
id_19491,1,1,ROW,Unknown,New
id_19517,1,1,America,Windows,New
id_19577,1,1,EMEA,Unknown,New
id_19585,1,1,America,Windows,New
id_19587,1,1,America,Windows,New
id_19602,1,1,America,Mac,New
id_19606,1,1,America,Windows,New
id_19630,1,1,EMEA,Windows,New
id_19681,1,1,America,Unknown,New
id_19702,1,1,ROW,Windows,New
id_19730,1,1,ROW,Windows,New
id_19828,1,1,ROW,Unknown,New
id_19885,1,1,EMEA,Mac,New
id_20020,1,1,ROW,Linux,New
id_20073,1,1,ROW,Unknown,New
id_20084,1,1,America,Unknown,New
id_20104,1,1,ROW,Unknown,New
id_20135,1,1,America,Unknown,New
id_20147,1,1,America,Windows,New
id_20164,1,1,EMEA,Windows,New
id_20211,1,1,EMEA,Linux,New
id_20326,1,1,ROW,Unknown,New
id_20386,1,1,ROW,Unknown,New
id_20400,1,1,ROW,Windows,New
id_20483,1,1,ROW,Unknown,New
id_20499,1,1,EMEA,Windows,New
id_20504,1,1,ROW,Unknown,New
id_20558,1,1,ROW,Unknown,New
id_20624,1,1,EMEA,Mac,New
id_20638,1,1,ROW,Unknown,New
id_20759,1,1,ROW,Windows,New
id_20791,1,1,ROW,Windows,New
id_20826,1,1,ROW,Unknown,New
id_20857,1,1,ROW,Windows,New
id_20858,1,1,ROW,Unknown,New
id_21039,1,1,America,Windows,New
id_21097,1,1,ROW,Unknown,New
id_21112,1,1,America,Windows,New
id_21121,1,1,ROW,Windows,New
id_21156,1,1,ROW,Unknown,New
id_21186,1,1,ROW,Unknown,New
id_21312,1,1,ROW,Unknown,New
id_21315,1,1,America,Windows,New
id_21386,1,1,ROW,Windows,New
id_21422,1,1,ROW,Unknown,New
id_21451,1,1,America,Unknown,New
id_21472,1,1,ROW,Windows,New
id_21473,1,1,America,Unknown,New
id_21496,1,1,America,Mac,New
id_21544,1,1,EMEA,Mac,New
id_21567,1,1,America,Unknown,New
id_21578,1,1,America,Windows,New
id_21592,1,1,EMEA,Unknown,New
id_21602,1,1,America,Windows,New
id_21666,1,1,America,Unknown,New
id_21708,1,1,ROW,Unknown,New
id_21710,1,1,America,Windows,New
id_21720,1,1,ROW,Unknown,New
id_21729,1,1,ROW,Unknown,New
id_21730,1,1,ROW,Unknown,New
id_21735,1,1,America,Unknown,New
id_21780,1,1,America,Unknown,New
id_21853,1,1,America,Windows,New
id_21866,1,1,America,Windows,New
id_21874,1,1,America,Windows,New
id_21908,1,1,America,Unknown,New
id_21960,1,1,ROW,Unknown,New
id_21966,1,1,ROW,Unknown,New
id_21977,1,1,EMEA,Windows,New
id_22065,1,1,ROW,Windows,New
id_22143,1,1,ROW,Windows,New
id_22173,1,1,ROW,Windows,New
id_22310,1,1,America,Unknown,New
id_22335,1,1,ROW,Mac,New
id_22368,1,1,ROW,Windows,New
id_22434,1,1,ROW,Unknown,New
id_22440,1,1,ROW,Windows,New
id_22451,1,1,America,Windows,New
id_22459,1,1,ROW,Windows,New
id_22494,1,1,ROW,Unknown,New
id_22543,1,1,America,Mac,New
id_22561,1,1,ROW,Unknown,New
id_22611,1,1,ROW,Windows,New
id_22676,1,1,ROW,Windows,New
id_22692,1,1,America,Windows,New
id_22784,1,1,America,Unknown,New
id_22803,1,1,America,Unknown,New
id_22855,1,1,America,Windows,New
id_22879,1,1,America,Windows,New
id_22881,1,1,EMEA,Unknown,New
id_22885,1,1,America,Unknown,New
id_22897,1,1,ROW,Unknown,New
id_22904,1,1,America,Mac,New
id_22930,1,1,America,Unknown,New
id_22954,1,1,America,Unknown,New
id_22974,1,1,America,Mac,New
id_23087,1,1,ROW,Unknown,New
id_23104,1,1,ROW,Unknown,New
id_23119,1,1,ROW,Unknown,New
id_23169,1,1,America,Mac,New
id_23187,1,1,America,Windows,New
id_23250,1,1,EMEA,Windows,New
id_23258,1,1,EMEA,Mac,New
id_23282,1,1,ROW,Unknown,New
id_23295,1,1,ROW,Unknown,New
id_23331,1,1,America,Unknown,New
id_23353,1,1,ROW,Windows,New
id_23394,1,1,America,Unknown,New
id_23410,1,1,America,Unknown,New
id_23446,1,1,America,Mac,New
id_23449,1,1,America,Unknown,New
id_23514,1,1,America,Mac,New
id_23529,1,1,America,Windows,New
id_23610,1,1,ROW,Windows,New
id_23712,1,1,America,Windows,New
id_23750,1,1,EMEA,Windows,New
id_23752,1,1,ROW,Unknown,New
id_23781,1,1,America,Windows,New
id_23830,1,1,EMEA,Windows,New
id_23924,1,1,ROW,Windows,New
id_23945,1,1,America,Unknown,New
id_23978,1,1,America,Unknown,New
id_23979,1,1,ROW,Windows,New
id_24045,1,1,America,Mac,New
id_24159,1,1,EMEA,Unknown,New
id_24178,1,1,EMEA,Unknown,New
id_24193,1,1,EMEA,Windows,New
id_24200,1,1,ROW,Mac,New
id_24205,1,1,EMEA,Windows,New
id_24233,1,1,EMEA,Windows,New
id_24267,1,1,EMEA,Windows,New
id_24271,1,1,EMEA,Windows,New
id_24272,1,1,EMEA,Windows,New
id_24365,1,1,EMEA,Windows,New
id_24391,1,1,EMEA,Mac,New
id_24406,1,1,America,Unknown,New
id_24446,1,1,America,Windows,New
id_24464,1,1,ROW,Windows,New
id_24473,1,1,EMEA,Mac,New
id_24506,1,1,ROW,Mac,New
id_24533,1,1,America,Mac,New
id_24572,1,1,ROW,Unknown,New
id_24607,1,1,ROW,Unknown,New
id_24625,1,1,America,Mac,New
id_24642,1,1,ROW,Windows,New
id_24680,1,1,ROW,Windows,New
id_24682,1,1,EMEA,Windows,New
id_24700,1,1,EMEA,Windows,New
id_24710,1,1,EMEA,Unknown,New
id_24730,1,1,ROW,Windows,New
id_24735,1,1,ROW,Unknown,New
id_24774,1,1,America,Windows,New
id_24828,1,1,ROW,Unknown,New
id_24994,1,1,America,Windows,New
id_25111,1,1,EMEA,Windows,New
id_25131,1,1,EMEA,Unknown,New
id_25147,1,1,ROW,Windows,New
id_25207,1,1,ROW,Unknown,New
id_25265,1,1,ROW,Windows,New
id_25277,1,1,ROW,Unknown,New
id_25401,1,1,EMEA,Mac,New
id_25478,1,1,EMEA,Windows,New
id_25511,1,1,America,Mac,New
id_25555,1,1,America,Windows,New
id_25566,1,1,ROW,Windows,New
id_25579,1,1,ROW,Windows,New
id_25626,1,1,EMEA,Unknown,New
id_25679,1,1,ROW,Windows,New
id_25731,1,1,ROW,Unknown,New
id_25765,1,1,EMEA,Windows,New
id_25792,1,1,America,Mac,New
id_25820,1,1,EMEA,Windows,New
id_25930,1,1,America,Mac,New
id_25991,1,1,America,Windows,New
id_26009,1,1,ROW,Unknown,New
id_26033,1,1,EMEA,Unknown,New
id_26071,1,1,America,Mac,New
id_26121,1,1,ROW,Unknown,New
id_26139,1,1,America,Windows,New
id_26158,1,1,EMEA,Unknown,New
id_26172,1,1,EMEA,Windows,New
id_26211,1,1,EMEA,Unknown,New
id_26213,1,1,EMEA,Linux,New
id_26215,1,1,EMEA,Unknown,New
id_26259,1,1,EMEA,Mac,New
id_26274,1,1,America,Windows,New
id_26294,1,1,EMEA,Unknown,New
id_26318,1,1,ROW,Unknown,New
id_26319,1,1,ROW,Unknown,New
id_26339,1,1,ROW,Unknown,New
id_26345,1,1,EMEA,Windows,New
id_26422,1,1,EMEA,Windows,New
id_26435,1,1,ROW,Windows,New
id_26437,1,1,ROW,Windows,New
id_26499,1,1,EMEA,Windows,New
id_26528,1,1,America,Mac,New
id_26562,1,1,ROW,Unknown,New
id_26566,1,1,ROW,Unknown,New
id_26574,1,1,ROW,Windows,New
id_26576,1,1,ROW,Unknown,New
id_26611,1,1,ROW,Windows,New
id_26678,1,1,ROW,Windows,New
id_26720,1,1,EMEA,Windows,New
id_26734,1,1,America,Unknown,New
id_26766,1,1,ROW,Unknown,New
id_26786,1,1,ROW,Windows,New
id_26828,1,1,America,Unknown,New
id_26830,1,1,ROW,Unknown,New
id_26870,1,1,ROW,Unknown,New
id_26874,1,1,ROW,Windows,New
id_26893,1,1,ROW,Unknown,New
id_26954,1,1,ROW,Unknown,New
id_27011,1,1,ROW,Unknown,New
id_27042,1,1,ROW,Unknown,New
id_27142,1,1,ROW,Windows,New
id_27186,1,1,EMEA,Mac,New
id_27235,1,1,ROW,Windows,New
id_27265,1,1,America,Mac,New
id_27294,1,1,ROW,Unknown,New
id_27318,1,1,ROW,Windows,New
id_27329,1,1,ROW,Windows,New
id_27373,1,1,EMEA,Unknown,New
id_27421,1,1,ROW,Unknown,New
id_27425,1,1,ROW,Mac,New
id_27433,1,1,ROW,Unknown,New
id_27434,1,1,ROW,Unknown,New
id_27478,1,1,ROW,Unknown,New
id_27599,1,1,America,Windows,New
id_27601,1,1,ROW,Unknown,New
id_27607,1,1,ROW,Unknown,New
id_27611,1,1,ROW,Windows,New
id_27655,1,1,ROW,Unknown,New
id_27706,1,1,ROW,Unknown,New
id_27711,1,1,ROW,Windows,New
id_27977,1,1,ROW,Windows,New
id_28073,1,1,America,Windows,New
id_28092,1,1,ROW,Mac,New
id_28124,1,1,ROW,Unknown,New
